Province_State,Country_Region,Last_Update,Lat,Long,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,region
California,US,11/3/2020,36.1162,-119.6816,949004,17687,,,6,2401.745404,18912501,,1.863784704,84000006,USA,47864.9379,,C
Oregon,US,11/3/2020,44.572,-122.0709,45978,692,5870,39416,41,1090.110645,871900,,1.505067641,84000041,USA,20672.22304,,O
California,US,11/4/2020,36.1162,-119.6816,954715,17758,,,6,2416.219406,19074921,,1.860056855,84000006,USA,48276.00057,,C
Oregon,US,11/4/2020,44.572,-122.0709,46460,701,5870,39889,41,1101.538574,877404,,1.508824796,84000041,USA,20802.71956,,O
California,US,11/5/2020,36.1162,-119.6816,959896,17823,,,6,2429.362175,19181012,,1.856765584,84000006,USA,48544.50229,,C
Oregon,US,11/5/2020,44.572,-122.0709,47049,705,5870,40474,41,1115.503409,882954,,1.498437799,84000041,USA,20934.30671,,O
California,US,11/6/2020,36.1162,-119.6816,966964,17888,,,6,2447.273088,19266363,,1.849898446,84000006,USA,48760.51393,,C
Oregon,US,11/6/2020,44.572,-122.0709,47839,710,5870,41259,41,1134.233832,889027,,1.484144735,84000041,USA,21078.29388,,O
California,US,11/7/2020,36.1162,-119.6816,973277,17938,,,6,2463.263077,19396349,,1.843027258,84000006,USA,49089.49061,,C
Oregon,US,11/7/2020,44.572,-122.0709,48608,716,5870,42022,41,1152.466358,897602,,1.473008558,84000041,USA,21281.60196,,O
California,US,11/8/2020,36.1162,-119.6816,982135,18000,,,6,2485.701703,19565151,,1.832702748,84000006,USA,49516.70525,,C
Oregon,US,11/8/2020,44.572,-122.0709,49587,729,5870,42988,41,1175.677858,903099,,1.470143384,84000041,USA,21411.93251,,O
California,US,11/9/2020,36.1162,-119.6816,987965,18005,,,6,2500.469285,19565151,,1.822385022,84000006,USA,49516.70525,,C
Oregon,US,11/9/2020,44.572,-122.0709,50448,730,5870,43848,41,1196.091648,909301,,1.44703457,84000041,USA,21558.97819,,O
California,US,11/10/2020,36.1162,-119.6816,993965,18044,,,6,2515.694953,19918479,,1.815278967,84000006,USA,50410.9298,,C
Oregon,US,11/10/2020,44.572,-122.0709,51155,734,5870,44551,41,1212.854192,914677,,1.434854853,84000041,USA,21686.43991,,O
California,US,11/11/2020,36.1162,-119.6816,1002156,18081,,,6,2536.448025,20094641,,1.804118311,84000006,USA,50856.77159,,C
Oregon,US,11/11/2020,44.572,-122.0709,51909,737,5870,45302,41,1230.731077,921216,,1.419792329,84000041,USA,21841.47565,,O
California,US,11/12/2020,36.1162,-119.6816,1009617,18121,,,6,2555.340913,20222093,,1.794741263,84000006,USA,51179.33506,,C
Oregon,US,11/12/2020,44.572,-122.0709,52770,742,5870,46158,41,1251.144867,928343,,1.406101952,84000041,USA,22010.45252,,O
California,US,11/13/2020,36.1162,-119.6816,1017287,18147,,,6,2574.775406,20342072,,1.783750151,84000006,USA,51482.9854,,C
Oregon,US,11/13/2020,44.572,-122.0709,53879,746,5870,47263,41,1277.438589,935877,,1.384583975,84000041,USA,22189.07912,,O
California,US,11/14/2020,36.1162,-119.6816,1027843,18223,,,6,2601.503844,20478500,,1.772817128,84000006,USA,51828.2659,,C
Oregon,US,11/14/2020,44.572,-122.0709,54937,753,5870,48314,41,1302.52313,943147,,1.370660939,84000041,USA,22361.44643,,O
California,US,11/15/2020,36.1162,-119.6816,1039235,18286,,,6,2630.353144,20671596,,1.759434856,84000006,USA,52316.96531,,C
Oregon,US,11/15/2020,44.572,-122.0709,56018,759,5870,49389,41,1328.152988,951565,,1.354921632,84000041,USA,22561.03214,,O
California,US,11/16/2020,36.1162,-119.6816,1048655,18306,,,6,2654.209053,20866785,,1.745528192,84000006,USA,52810.96181,,C
Oregon,US,11/16/2020,44.572,-122.0709,56880,761,5870,50249,41,1348.590488,957979,,1.33790436,84000041,USA,22713.10421,,O
California,US,11/17/2020,36.1162,-119.6816,1058772,18326,,,6,2679.851751,21068894,,1.730714564,84000006,USA,53322.47188,,C
Oregon,US,11/17/2020,44.572,-122.0709,57646,765,5870,51011,41,1366.751886,962982,,1.327065191,84000041,USA,22831.72232,,O
California,US,11/18/2020,36.1162,-119.6816,1070049,18379,,,6,2708.450496,21259076,,1.7173923,84000006,USA,53803.79636,,C
Oregon,US,11/18/2020,44.572,-122.0709,58570,778,5870,51922,41,1388.659369,969822,,1.328325081,84000041,USA,22993.89459,,O
California,US,11/19/2020,36.1162,-119.6816,1082474,18492,,,6,2739.929363,21418543,,1.708099061,84000006,USA,54207.3854,,C
Oregon,US,11/19/2020,44.572,-122.0709,59669,788,5870,53011,41,1414.715996,976850,,1.320618747,84000041,USA,23160.52423,,O
California,US,11/20/2020,36.1162,-119.6816,1096735,18581,,,6,2776.04477,21552528,,1.693991213,84000006,USA,54546.483,,C
Oregon,US,11/20/2020,44.572,-122.0709,60873,808,5870,54195,41,1443.26211,985292,,1.327353671,84000041,USA,23360.67896,,O
California,US,11/21/2020,36.1162,-119.6816,1112976,18669,,,6,2817.173815,21730551,,1.677165609,84000006,USA,54997.03472,,C
Oregon,US,11/21/2020,44.572,-122.0709,62175,812,5870,55493,41,1474.131744,993753,,1.305991154,84000041,USA,23561.28417,,O
California,US,11/22/2020,36.1162,-119.6816,1128093,18748,,,6,2855.488541,21971832,,1.661663418,84000006,USA,55607.68373,,C
Oregon,US,11/22/2020,44.572,-122.0709,63668,819,5870,56979,41,1509.529873,1001247,,1.286360495,84000041,USA,23738.96239,,O
California,US,11/23/2020,36.1162,-119.6816,1136275,18789,,,6,2876.221366,22237309,,1.653293256,84000006,USA,56279.56949,,C
Oregon,US,11/23/2020,44.572,-122.0709,65170,820,5870,58480,41,1545.141387,1009614,,1.25824766,84000041,USA,23937.33891,,O
California,US,11/24/2020,36.1162,-119.6816,1153355,18819,,,6,2919.516829,22457544,,1.631376098,84000006,USA,56836.95397,,C
Oregon,US,11/24/2020,44.572,-122.0709,66333,826,5870,59637,41,1572.715416,1016282,,1.245232388,84000041,USA,24095.43317,,O
California,US,11/25/2020,36.1162,-119.6816,1172603,18924,,,6,2968.261239,22741363,,1.613538581,84000006,USA,57555.26081,,C
Oregon,US,11/25/2020,44.572,-122.0709,67333,847,5870,60616,41,1596.424813,1024582,,1.257927019,84000041,USA,24292.22116,,O
California,US,11/26/2020,36.1162,-119.6816,1188375,19021,,,6,3008.228618,22910351,,1.600261817,84000006,USA,57982.94619,,C
Oregon,US,11/26/2020,44.572,-122.0709,68503,867,5870,61766,41,1624.164807,1028972,,1.265638001,84000041,USA,24396.30541,,O
California,US,11/27/2020,36.1162,-119.6816,1200962,19076,,,6,3040.107361,23096745,,1.588060079,84000006,USA,58454.68376,,C
Oregon,US,11/27/2020,44.572,-122.0709,68503,867,5870,61766,41,1624.164807,1030663,,1.265638001,84000041,USA,24436.398,,O
California,US,11/28/2020,36.1162,-119.6816,1213779,19139,,,6,3072.626412,23315918,,1.576442079,84000006,USA,59009.38046,,C
Oregon,US,11/28/2020,44.572,-122.0709,70832,885,5870,64077,41,1679.383992,1031436,,1.249435283,84000041,USA,24454.72537,,O
California,US,11/29/2020,36.1162,-119.6816,1229664,19174,,,6,3112.874717,23573182,,1.55890488,84000006,USA,59660.48025,,C
Oregon,US,11/29/2020,44.572,-122.0709,72506,896,5870,65740,41,1719.073522,1033150,,1.235759799,84000041,USA,24495.36327,,O
California,US,11/30/2020,36.1162,-119.6816,1243756,19205,,,6,3148.59784,23807501,,1.543709775,84000006,USA,60253.5094,,C
Oregon,US,11/30/2020,44.572,-122.0709,74119,905,5870,67344,41,1757.316779,1042806,,1.221009458,84000041,USA,24724.30121,,O
California,US,12/1/2020,36.1162,-119.6816,1259040,19234,,,6,3187.390899,24025171,,1.527224277,84000006,USA,60804.40222,,C
Oregon,US,12/1/2020,44.572,-122.0709,75431,912,5870,68649,41,1788.423508,1044117,,1.209051981,84000041,USA,24755.38423,,O
California,US,12/2/2020,36.1162,-119.6816,1282607,19351,,,6,3247.121783,24161313,,1.508250131,84000006,USA,61148.95889,,C
Oregon,US,12/2/2020,44.572,-122.0709,76654,936,5870,69848,41,1817.4201,1042082,,1.221071307,84000041,USA,24707.1356,,O
California,US,12/3/2020,36.1162,-119.6816,1303189,19470,,,6,3299.285388,24299126,,1.493532246,84000006,USA,61497.74463,,C
Oregon,US,12/3/2020,44.572,-122.0709,78160,953,5870,71337,41,1853.126451,1047275,,1.219293756,84000041,USA,24830.2585,,O
California,US,12/4/2020,36.1162,-119.6816,1327776,19650,,,6,3361.638245,24474642,,1.479381265,84000006,USA,61941.95148,,C
Oregon,US,12/4/2020,44.572,-122.0709,79293,973,5870,72450,41,1879.989198,1048378,,1.227094447,84000041,USA,24856.40997,,O
California,US,12/5/2020,36.1162,-119.6816,1354991,19786,,,6,3430.606777,24675478,,1.459673082,84000006,USA,62450.23977,,C
Oregon,US,12/5/2020,44.572,-122.0709,81437,1003,5870,74564,41,1930.822145,2087054,,1.231626902,84000041,USA,49482.79136,,O
California,US,12/6/2020,36.1162,-119.6816,1385544,19910,,,6,3507.982834,24901975,,1.436422953,84000006,USA,63023.47251,,C
Oregon,US,12/6/2020,44.572,-122.0709,83243,1027,5870,76346,41,1973.641315,2088860,,1.233737371,84000041,USA,49525.61053,,O
California,US,12/7/2020,36.1162,-119.6816,1410226,20007,,,6,3570.522975,25195046,,1.418138593,84000006,USA,63765.19489,,C
Oregon,US,12/7/2020,44.572,-122.0709,84496,1033,5870,77593,41,2003.349189,2090113,,1.222543079,84000041,USA,49555.31841,,O
California,US,12/8/2020,36.1162,-119.6816,1436413,20067,,,6,3636.877125,25493351,,1.39644025,84000006,USA,64520.1638,,C
Oregon,US,12/8/2020,44.572,-122.0709,85788,1045,5870,78873,41,2033.98173,2153661,,1.218119084,84000041,USA,51062.00315,,O
California,US,12/9/2020,36.1162,-119.6816,1470677,20238,,,6,3723.703422,25789775,,1.375501421,84000006,USA,65270.37216,,C
Oregon,US,12/9/2020,44.572,-122.0709,87082,1080,5870,80132,41,2064.661689,2175160,,1.240210376,84000041,USA,51571.73148,,O
California,US,12/10/2020,36.1162,-119.6816,1502583,20439,,,6,3804.572069,26042071,,1.359635089,84000006,USA,65908.89862,,C
Oregon,US,12/10/2020,44.572,-122.0709,88287,1110,5870,81307,41,2093.231513,2193822,,1.257263244,84000041,USA,52014.19624,,O
California,US,12/11/2020,36.1162,-119.6816,1541118,20604,,,6,3902.200086,26324332,,1.336320229,84000006,USA,66623.26238,,C
Oregon,US,12/11/2020,44.572,-122.0709,89838,1123,5870,82845,41,2130.004787,2216527,,1.250027828,84000041,USA,52552.51809,,O
California,US,12/12/2020,36.1162,-119.6816,1579004,20793,,,6,3998.180512,26572343,,1.316204258,84000006,USA,67250.94409,,C
Oregon,US,12/12/2020,44.572,-122.0709,91420,1138,5870,84412,41,2167.513053,2242771,,1.2448042,84000041,USA,53174.7475,,O
California,US,12/13/2020,36.1162,-119.6816,1610808,20971,,,6,4078.775826,26886130,,1.301241301,84000006,USA,68045.09582,,C
Oregon,US,12/13/2020,44.572,-122.0709,92839,1150,5870,85819,41,2201.156687,2242771,,1.238703562,84000041,USA,53174.7475,,O
California,US,12/14/2020,36.1162,-119.6816,1641373,21063,,,6,4156.242993,27195587,,1.282589951,84000006,USA,68828.28891,,C
Oregon,US,12/14/2020,44.572,-122.0709,93853,1155,5870,86828,41,2225.198015,2242771,,1.230647928,84000041,USA,53174.7475,,O
California,US,12/15/2020,36.1162,-119.6816,1674677,21154,,,6,4240.718119,27552039,,1.262471637,84000006,USA,69730.41988,,C
Oregon,US,12/15/2020,44.572,-122.0709,95010,1161,5870,87979,41,2252.629787,2304931,,1.221976634,84000041,USA,54648.5236,,O
California,US,12/16/2020,36.1162,-119.6816,1730295,21390,,,6,4381.601106,27845066,,1.23551062,84000006,USA,70472.0309,,C
Oregon,US,12/16/2020,44.572,-122.0709,96092,1213,5870,89009,41,2278.283354,2304931,,1.262331932,84000041,USA,54648.5236,,O
California,US,12/17/2020,36.1162,-119.6816,1786357,21789,,,6,4523.617919,28149590,,1.219045509,84000006,USA,71242.73924,,C
Oregon,US,12/17/2020,44.572,-122.0709,97622,1262,5870,90490,41,2314.558731,2343728,,1.29274139,84000041,USA,55568.37707,,O
California,US,12/18/2020,36.1162,-119.6816,1830834,22057,,,6,4636.296976,28456358,,1.20404781,84000006,USA,72019.12684,,C
Oregon,US,12/18/2020,44.572,-122.0709,98936,1283,5870,91783,41,2345.712879,2392813,,1.29679793,84000041,USA,56732.15281,,O
California,US,12/19/2020,36.1162,-119.6816,1876519,22322,,,6,4752.028252,28741027,,1.188837855,84000006,USA,72739.58491,,C
Oregon,US,12/19/2020,44.572,-122.0709,100308,1304,5870,93134,41,2378.242171,2415804,,1.299996012,84000041,USA,57277.25555,,O
California,US,12/20/2020,36.1162,-119.6816,1921776,22564,,,6,4866.653542,29112249,,1.173421921,84000006,USA,73679.09672,,C
Oregon,US,12/20/2020,44.572,-122.0709,101814,1340,5870,94604,41,2413.948523,2415804,,1.316125484,84000041,USA,57277.25555,,O
California,US,12/21/2020,36.1162,-119.6816,1958702,22688,,,6,4960.196747,29465170,,1.157619533,84000006,USA,74572.29121,,C
Oregon,US,12/21/2020,44.572,-122.0709,102930,1341,5870,95719,41,2440.408209,2415804,,1.302827164,84000041,USA,57277.25555,,O
California,US,12/22/2020,36.1162,-119.6816,1996332,22795,,,6,5055.557112,29860404,,1.14114048,84000006,USA,75572.57409,,C
Oregon,US,12/22/2020,44.572,-122.0709,103755,1347,5870,96538,41,2459.968462,2472444,,1.298250687,84000041,USA,58620.15578,,O
California,US,12/23/2020,36.1162,-119.6816,2035847,23063,,,6,5155.68056,30190182,,1.132135304,84000006,USA,76407.19683,,C
Oregon,US,12/23/2020,44.572,-122.0709,105073,1382,5870,97821,41,2491.217447,2472444,,1.315276046,84000041,USA,58620.15578,,O
California,US,12/24/2020,36.1162,-119.6816,2076415,23357,,,6,5258.474068,30468560,,1.124154129,84000006,USA,77111.73325,,C
Oregon,US,12/24/2020,44.572,-122.0709,105970,1403,5870,98697,41,2512.484776,2517896,,1.323959611,84000041,USA,59697.79529,,O
California,US,12/25/2020,36.1162,-119.6816,2120797,23685,,,6,5370.894976,30769749,,1.116079843,84000006,USA,77874.00117,,C
Oregon,US,12/25/2020,44.572,-122.0709,106821,1415,5870,99536,41,2532.661472,2537482,,1.324645903,84000041,USA,60162.16753,,O
California,US,12/26/2020,36.1162,-119.6816,2147688,23814,,,6,5438.975175,31066861,,1.108112384,84000006,USA,78625.95076,,C
Oregon,US,12/26/2020,44.572,-122.0709,106821,1415,5870,99536,41,2532.661472,2537482,,1.324645903,84000041,USA,60162.16753,,O
California,US,12/27/2020,36.1162,-119.6816,2199314,24074,,,6,5569.752428,31446542,,1.093908257,84000006,USA,79586.87113,,C
Oregon,US,12/27/2020,44.572,-122.0709,108326,1422,5870,101034,41,2568.344114,2537482,,1.312704245,84000041,USA,60162.16753,,O
California,US,12/28/2020,36.1162,-119.6816,2232347,24137,,,6,5653.42274,31826696,,1.080538797,84000006,USA,80548.9886,,C
Oregon,US,12/28/2020,44.572,-122.0709,109725,1427,5870,102428,41,2601.51356,2537482,,1.300524037,84000041,USA,60162.16753,,O
California,US,12/29/2020,36.1162,-119.6816,2270014,24269,,,6,5748.914709,32128516,,1.068401655,84000006,USA,81312.85349,,C
Oregon,US,12/29/2020,44.572,-122.0709,110545,1433,5870,103242,41,2620.955266,2598391,,1.296304672,84000041,USA,61606.28318,,O
California,US,12/30/2020,36.1162,-119.6816,2307028,24690,,,6,5842.728717,32374471,,1.069483044,84000006,USA,81935.33176,,C
Oregon,US,12/30/2020,44.572,-122.0709,111227,1449,5870,103908,41,2637.125074,2598391,,1.302741241,84000041,USA,61606.28318,,O
California,US,12/31/2020,36.1162,-119.6816,2327932,25322,,,6,5895.76547,32623076,,1.086991983,84000006,USA,82564.51681,,C
Oregon,US,12/31/2020,44.572,-122.0709,112260,1468,5870,104922,41,2661.616881,2632475,,1.307678603,84000041,USA,62414.39426,,O
California,US,1/1/2021,36.1162,-119.6816,2385477,25763,,,6,6041.495058,32855482,,1.079246241,84000006,USA,83152.70442,,C
Oregon,US,1/1/2021,44.572,-122.0709,113909,1477,5870,106562,41,2700.713677,2652670,,1.29664908,84000041,USA,62893.20553,,O
California,US,1/2/2021,36.1162,-119.6816,2435719,26168,,,6,6168.71645,33058311,,1.073604341,84000006,USA,83666.03671,,C
Oregon,US,1/2/2021,44.572,-122.0709,113909,1477,5870,106562,41,2700.713677,2652670,,1.29664908,84000041,USA,62893.20553,,O
California,US,1/3/2021,36.1162,-119.6816,2482053,26444,,,6,6286.110503,33391442,,1.064666706,84000006,USA,84509.14544,,C
Oregon,US,1/3/2021,44.572,-122.0709,116348,1492,5870,108986,41,2758.540895,2652670,,1.282359817,84000041,USA,62893.20553,,O
California,US,1/4/2021,36.1162,-119.6816,2513420,26515,,,6,6365.582114,33812786,,1.054197647,84000006,USA,85575.50913,,C
Oregon,US,1/4/2021,44.572,-122.0709,117745,1500,5870,110375,41,2791.662923,2652670,,1.273939445,84000041,USA,62893.20553,,O
California,US,1/5/2021,36.1162,-119.6816,2550472,26783,,,6,6459.517603,34127013,,1.049367649,84000006,USA,86370.77443,,C
Oregon,US,1/5/2021,44.572,-122.0709,118453,1506,5870,111077,41,2808.449175,2722777,,1.27139034,84000041,USA,64555.40021,,O
California,US,1/6/2021,36.1162,-119.6816,2585745,27196,,,6,6548.932972,34330784,,1.051000742,84000006,USA,86886.4908,,C
Oregon,US,1/6/2021,44.572,-122.0709,119488,1550,5870,112068,41,2832.988401,2722777,,1.297201393,84000041,USA,64555.40021,,O
California,US,1/7/2021,36.1162,-119.6816,2624934,27769,,,6,6648.223766,34548621,,1.057117221,84000006,USA,87437.80627,,C
Oregon,US,1/7/2021,44.572,-122.0709,120223,1558,5870,112795,41,2850.414808,2741116,,1.295925073,84000041,USA,64990.20683,,O
California,US,1/8/2021,36.1162,-119.6816,2676620,28312,,,6,6779.14781,34760355,,1.056973216,84000006,USA,87973.67589,,C
Oregon,US,1/8/2021,44.572,-122.0709,121085,1568,5870,113647,41,2870.852308,2762331,,1.294958087,84000041,USA,65493.20169,,O
California,US,1/9/2021,36.1162,-119.6816,2729325,28946,,,6,6912.678641,35027330,,1.059767815,84000006,USA,88649.35289,,C
Oregon,US,1/9/2021,44.572,-122.0709,122847,1575,5870,115402,41,2912.628265,2786624,,1.282082591,84000041,USA,66069.17406,,O
California,US,1/10/2021,36.1162,-119.6816,2778075,29459,,,6,7036.121455,35353748,,1.05962747,84000006,USA,89475.47193,,C
Oregon,US,1/10/2021,44.572,-122.0709,124476,1603,5870,117003,41,2951.250872,2786624,,1.287798451,84000041,USA,66069.17406,,O
California,US,1/11/2021,36.1162,-119.6816,2816972,29855,,,6,7134.642867,35826824,,1.05904246,84000006,USA,90672.7622,,C
Oregon,US,1/11/2021,44.572,-122.0709,125683,1604,5870,118209,41,2979.868114,2786624,,1.276226697,84000041,USA,66069.17406,,O
California,US,1/12/2021,36.1162,-119.6816,2855139,30068,,,6,7231.329404,36170528,,1.052337222,84000006,USA,91542.62973,,C
Oregon,US,1/12/2021,44.572,-122.0709,126607,1613,5870,119124,41,3001.775597,2839839,,1.274021184,84000041,USA,67330.86961,,O
California,US,1/13/2021,36.1162,-119.6816,2894079,30655,,,6,7329.992544,36508384,,1.058440193,84000006,USA,92397.69678,,C
Oregon,US,1/13/2021,44.572,-122.0709,127780,1667,5870,120243,41,3029.586719,2839839,,1.304586007,84000041,USA,67330.86961,,O
California,US,1/14/2021,36.1162,-119.6816,2931362,31187,,,6,7424.451922,36842651,,1.063108858,84000006,USA,93243.68057,,C
Oregon,US,1/14/2021,44.572,-122.0709,129109,1708,5870,121531,41,3061.096507,2856686,,1.322913197,84000041,USA,67730.30182,,O
California,US,1/15/2021,36.1162,-119.6816,2974221,31636,,,6,7533.043636,37130366,,1.062868704,84000006,USA,93971.84765,,C
Oregon,US,1/15/2021,44.572,-122.0709,130246,1737,5870,122639,41,3088.054092,2874572,,1.333630207,84000041,USA,68154.36809,,O
California,US,1/16/2021,36.1162,-119.6816,3015728,32225,,,6,7638.178191,37449536,,1.067755153,84000006,USA,94779.623,,C
Oregon,US,1/16/2021,44.572,-122.0709,131258,1758,5870,123630,41,3112.048001,2895680,,1.339346935,84000041,USA,68654.82604,,O
California,US,1/17/2021,36.1162,-119.6816,3057104,32769,,,6,7742.94071,37802255,,1.07108957,84000006,USA,95672.30626,,C
Oregon,US,1/17/2021,44.572,-122.0709,132412,1799,5870,124743,41,3139.408645,2919566,,1.35863819,84000041,USA,69221.14869,,O
California,US,1/18/2021,36.1162,-119.6816,3086972,33094,,,6,7818.570471,38228615,,1.071249034,84000006,USA,96751.36476,,C
Oregon,US,1/18/2021,44.572,-122.0709,133205,1800,5870,125535,41,3158.210197,2919566,,1.351300627,84000041,USA,69221.14869,,O
California,US,1/19/2021,36.1162,-119.6816,3112786,33273,,,6,7883.983141,38655756,,1.068107117,84000006,USA,97832.39986,,C
Oregon,US,1/19/2021,44.572,-122.0709,133851,1803,5870,126178,41,3173.526467,2919566,,1.347020194,84000041,USA,69221.14869,,O
California,US,1/20/2021,36.1162,-119.6816,3137643,33646,,,6,7946.938344,39024543,,1.071524567,84000006,USA,98765.74902,,C
Oregon,US,1/20/2021,44.572,-122.0709,134468,1808,,,41,3188.155165,2919566,,1.344557813,84000041,USA,69221.14869,,O
California,US,1/21/2021,36.1162,-119.6816,3158834,34304,,,6,8000.628059,39288363,,1.08514861,84000006,USA,99433.44114,,C
Oregon,US,1/21/2021,44.572,-122.0709,135142,1832,,,41,3204.135298,2987263,,1.355611135,84000041,USA,70826.20372,,O
California,US,1/22/2021,36.1162,-119.6816,3182111,34990,,,6,8059.602215,39512756,,1.098749956,84000006,USA,100001.3489,,C
Oregon,US,1/22/2021,44.572,-122.0709,135973,1843,,,41,3223.837807,3023332,,1.355416149,84000041,USA,71681.37795,,O
California,US,1/23/2021,36.1162,-119.6816,3205289,35498,,,6,8118.315692,39725839,,1.106640309,84000006,USA,100540.6327,,C
Oregon,US,1/23/2021,44.572,-122.0709,136839,1865,,,41,3244.370144,3023332,,1.362915543,84000041,USA,71681.37795,,O
California,US,1/24/2021,36.1162,-119.6816,3229641,36188,,,6,8179.990278,39970119,,1.119644961,84000006,USA,101158.8718,,C
Oregon,US,1/24/2021,44.572,-122.0709,137600,1877,,,41,3262.412995,3043792,,1.364098837,84000041,USA,72166.47221,,O
California,US,1/25/2021,36.1162,-119.6816,3255531,36418,,,6,8245.569985,40285715,,1.117799588,84000006,USA,101957.6018,,C
Oregon,US,1/25/2021,44.572,-122.0709,138168,1880,,,41,3275.879933,3043792,,1.360662382,84000041,USA,72166.47221,,O
California,US,1/26/2021,36.1162,-119.6816,3272615,36640,,,6,8288.865448,40688908,,1.118739342,84000006,USA,102978.0278,,C
Oregon,US,1/26/2021,44.572,-122.0709,138587,1882,,,41,3285.81417,3043792,,1.357991731,84000041,USA,72166.47221,,O
California,US,1/27/2021,36.1162,-119.6816,3291218,37308,,,6,8335.982514,41010770,,1.132696892,84000006,USA,103792.6163,,C
Oregon,US,1/27/2021,44.572,-122.0709,139355,1904,,,41,3304.022987,3081394,,1.366294715,84000041,USA,73057.99295,,O
California,US,1/28/2021,36.1162,-119.6816,3308890,38024,,,6,8380.735754,41252482,,1.148270452,84000006,USA,104404.3561,,C
Oregon,US,1/28/2021,44.572,-122.0709,140063,1924,,,41,3320.80924,3105100,,1.373667564,84000041,USA,73620.04791,,O
California,US,1/29/2021,36.1162,-119.6816,3329377,38643,,,6,8432.598186,41470634,,1.159786273,84000006,USA,104956.4688,,C
Oregon,US,1/29/2021,44.572,-122.0709,140783,1930,,,41,3337.880005,3122704,,1.370904157,84000041,USA,74037.42813,,O
California,US,1/30/2021,36.1162,-119.6816,3349220,39290,,,6,8482.853521,41677405,,1.172218569,84000006,USA,105479.7777,,C
Oregon,US,1/30/2021,44.572,-122.0709,141729,1938,,,41,3360.309095,3133678,,1.367398345,84000041,USA,74297.61505,,O
California,US,1/31/2021,36.1162,-119.6816,3368949,39878,,,6,8532.807683,41980456,,1.182796273,84000006,USA,106246.7581,,C
Oregon,US,1/31/2021,44.572,-122.0709,142416,1957,,,41,3376.59745,3162750,,1.374143355,84000041,USA,74986.89463,,O
California,US,2/1/2021,36.1162,-119.6816,3385296,40212,,,6,8574.215123,42279018,,1.186942919,84000006,USA,107002.3775,,C
Oregon,US,2/1/2021,44.572,-122.0709,142416,1957,,,41,3376.59745,3162750,,1.374143355,84000041,USA,74986.89463,,O
California,US,2/2/2021,36.1162,-119.6816,3398419,40407,,,6,8607.460532,42569193,,1.188092087,84000006,USA,107736.7705,,C
Oregon,US,2/2/2021,44.572,-122.0709,143373,1958,,,41,3399.287343,3162750,,1.365668571,84000041,USA,74986.89463,,O
California,US,2/3/2021,36.1162,-119.6816,3410555,40968,,,6,8638.200387,42851891,,1.200300603,84000006,USA,108452.2402,,C
Oregon,US,2/3/2021,44.572,-122.0709,143978,1981,,,41,3413.631528,3202207,,1.375904652,84000041,USA,75922.3963,,O
California,US,2/4/2021,36.1162,-119.6816,3424499,41586,,,6,8673.528695,43067233,,1.213444354,84000006,USA,108997.2412,,C
Oregon,US,2/4/2021,44.572,-122.0709,144605,1991,,,41,3428.49732,3218747,,1.376854189,84000041,USA,76314.54972,,O
California,US,2/5/2021,36.1162,-119.6816,3439121,42353,,,6,8710.583052,43235327,,1.230567634,84000006,USA,109422.664,,C
Oregon,US,2/5/2021,44.572,-122.0709,145320,1998,,,41,3445.449538,3233826,,1.37489678,84000041,USA,76672.06372,,O
California,US,2/6/2021,36.1162,-119.6816,3452851,42971,,,6,8745.372286,43433104,,1.243556994,84000006,USA,109923.2103,,C
Oregon,US,2/6/2021,44.572,-122.0709,146137,2002,,,41,3464.820116,3253665,,1.369947378,84000041,USA,77142.43444,,O
California,US,2/7/2021,36.1162,-119.6816,3467927,43406,,,6,8783.537692,43719155,,1.250687567,84000006,USA,110647.1661,,C
Oregon,US,2/7/2021,44.572,-122.0709,146741,2020,,,41,3479.140591,3271481,,1.376575054,84000041,USA,77564.84105,,O
California,US,2/8/2021,36.1162,-119.6816,3479456,43672,,,6,8812.741313,43994322,,1.254182091,84000006,USA,111343.5759,,C
Oregon,US,2/8/2021,44.572,-122.0709,147122,2023,,,41,3488.173871,3271481,,1.375049279,84000041,USA,77564.84105,,O
California,US,2/9/2021,36.1162,-119.6816,3488893,43854,,,6,8836.657963,44323550,,1.256000183,84000006,USA,112176.8067,,C
Oregon,US,2/9/2021,44.572,-122.0709,147419,2024,,,41,3495.215562,3271481,,1.372957353,84000041,USA,77564.84105,,O
California,US,2/10/2021,36.1162,-119.6816,3498646,44363,,,6,8861.351587,44583304,,1.267037518,84000006,USA,112834.2083,,C
Oregon,US,2/10/2021,44.572,-122.0709,147932,2031,,,41,3507.378483,3314935,,1.372928102,84000041,USA,78595.10918,,O
California,US,2/11/2021,36.1162,-119.6816,3507774,44940,,,6,8884.491262,44770601,,1.280174108,84000006,USA,113308.2312,,C
Oregon,US,2/11/2021,44.572,-122.0709,148475,2044,,,41,3520.252685,3328998,,1.376662738,84000041,USA,78928.53442,,O
California,US,2/12/2021,36.1162,-119.6816,3518752,45470,,,6,8912.295317,44923981,,1.291230932,84000006,USA,113696.4149,,C
Oregon,US,2/12/2021,44.572,-122.0709,149082,2056,,,41,3534.644289,3364377,,1.3791068,84000041,USA,79767.34917,,O
California,US,2/13/2021,36.1162,-119.6816,3528490,45888,,,6,8936.966164,45125441,,1.299503794,84000006,USA,114206.2824,,C
