Province_State,Country_Region,Last_Update,Lat,Long,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Oregon,US,5/29/2021,44.572,-122.0709,200632,2665,,,41,4756.863693,5098280,,1.328302564,84000041,USA,120877.1434,
Oregon,US,5/30/2021,44.572,-122.0709,201005,2666,,,41,4765.707298,5113007,,1.326335166,84000041,USA,121226.3116,
Oregon,US,5/31/2021,44.572,-122.0709,201260,2668,,,41,4771.753194,5113007,,1.325648415,84000041,USA,121226.3116,
Oregon,US,6/1/2021,44.572,-122.0709,201475,2671,,,41,4776.850714,5113007,,1.325722794,84000041,USA,121226.3116,
Oregon,US,6/2/2021,44.572,-122.0709,201650,2674,,,41,4780.999858,5113007,,1.326060005,84000041,USA,121226.3116,
Oregon,US,6/3/2021,44.572,-122.0709,201998,2676,,,41,4789.250729,5148566,,1.324765592,84000041,USA,122069.3941,
Oregon,US,6/4/2021,44.572,-122.0709,202247,2683,,,41,4795.154368,5157272,,1.326595697,84000041,USA,122275.8081,
Oregon,US,6/5/2021,44.572,-122.0709,202680,2686,,,41,4805.420537,5171718,,1.32524176,84000041,USA,122618.314,
Oregon,US,6/6/2021,44.572,-122.0709,202995,2691,,,41,4812.888997,5184834,,1.325648415,84000041,USA,122929.2865,
Oregon,US,6/7/2021,44.572,-122.0709,203252,2694,,,41,4818.982312,5184834,,1.325448212,84000041,USA,122929.2865,
Oregon,US,6/8/2021,44.572,-122.0709,203374,2694,,,41,4821.874858,5184834,,1.324653102,84000041,USA,122929.2865,
Oregon,US,6/9/2021,44.572,-122.0709,203671,2700,,,41,4828.916549,5213640,,1.325667375,84000041,USA,123612.2594,
Oregon,US,6/10/2021,44.572,-122.0709,203933,2716,,,41,4835.128411,5226007,,1.331809957,84000041,USA,123905.4735,
Oregon,US,6/11/2021,44.572,-122.0709,204291,2726,,,41,4843.616375,5237259,,1.334371069,84000041,USA,124172.2516,
Oregon,US,6/12/2021,44.572,-122.0709,204587,2726,,,41,4850.634357,5250011,,1.332440478,84000041,USA,124474.5938,
Oregon,US,6/13/2021,44.572,-122.0709,204866,2729,,,41,4857.249278,5242201,,1.332090244,84000041,USA,124289.4235,
Oregon,US,6/14/2021,44.572,-122.0709,205030,2730,,,41,4861.13762,5242201,,1.331512462,84000041,USA,124289.4235,
Oregon,US,6/15/2021,44.572,-122.0709,205154,2730,,,41,4864.077585,5242201,,1.330707664,84000041,USA,124289.4235,
Oregon,US,6/16/2021,44.572,-122.0709,205459,2737,,,41,4871.308951,5268017,,1.332139259,84000041,USA,124901.5052,
Oregon,US,6/17/2021,44.572,-122.0709,205698,2744,,,41,4876.975497,5278118,,1.333994497,84000041,USA,125140.9939,
Oregon,US,6/18/2021,44.572,-122.0709,205988,2745,,,41,4883.851222,5288743,,1.332601899,84000041,USA,125392.9062,
Oregon,US,6/19/2021,44.572,-122.0709,206299,2750,,,41,4891.224844,5300695,,1.333016641,84000041,USA,125676.2809,
Oregon,US,6/20/2021,44.572,-122.0709,206581,2753,,,41,4897.910894,5311756,,1.332649179,84000041,USA,125938.5305,
Oregon,US,6/21/2021,44.572,-122.0709,206777,2754,,,41,4902.557936,5311756,,1.331869599,84000041,USA,125938.5305,
Oregon,US,6/22/2021,44.572,-122.0709,206851,2756,,,41,4904.312431,5311756,,1.332360008,84000041,USA,125938.5305,
Oregon,US,6/23/2021,44.572,-122.0709,207106,2757,,,41,4910.358327,5336048,,1.331202379,84000041,USA,126514.4792,
Oregon,US,6/24/2021,44.572,-122.0709,207333,2759,,,41,4915.74036,5345089,,1.330709535,84000041,USA,126728.8359,
Oregon,US,6/25/2021,44.572,-122.0709,207558,2760,,,41,4921.074975,5355263,,1.329748793,84000041,USA,126970.0553,
Oregon,US,6/26/2021,44.572,-122.0709,207787,2761,,,41,4926.504426,5364484,,1.328764552,84000041,USA,127188.6796,
Oregon,US,6/27/2021,44.572,-122.0709,207999,2763,,,41,4931.530819,5373773,,1.328371771,84000041,USA,127408.9162,
Oregon,US,6/28/2021,44.572,-122.0709,208137,2763,,,41,4934.802715,5373773,,1.327491028,84000041,USA,127408.9162,
Oregon,US,6/29/2021,44.572,-122.0709,208222,2763,,,41,4936.818014,5373773,,1.326949122,84000041,USA,127408.9162,
Oregon,US,6/30/2021,44.572,-122.0709,208446,2770,,,41,4942.128919,5396833,,1.328881341,84000041,USA,127955.6549,
Oregon,US,7/1/2021,44.572,-122.0709,208640,2774,,,41,4946.728542,5405284,,1.329562883,84000041,USA,128156.023,
Oregon,US,7/2/2021,44.572,-122.0709,208836,2778,,,41,4951.375584,5420693,,1.33023042,84000041,USA,128521.3611,
Oregon,US,7/3/2021,44.572,-122.0709,209037,2781,,,41,4956.141172,5430266,,1.330386487,84000041,USA,128748.3312,
Oregon,US,7/4/2021,44.572,-122.0709,209037,2781,,,41,4956.141172,5439057,,1.330386487,84000041,USA,128956.7605,
Oregon,US,7/5/2021,44.572,-122.0709,209037,2781,,,41,4956.141172,5439057,,1.330386487,84000041,USA,128956.7605,
Oregon,US,7/6/2021,44.572,-122.0709,209037,2781,,,41,4956.141172,5439057,,1.330386487,84000041,USA,128956.7605,
Oregon,US,7/7/2021,44.572,-122.0709,209494,2782,,,41,4966.976367,5439057,,1.32796166,84000041,USA,128956.7605,
Oregon,US,7/8/2021,44.572,-122.0709,209764,2788,,,41,4973.377904,5464523,,1.329112717,84000041,USA,129560.544,
Oregon,US,7/9/2021,44.572,-122.0709,209974,2790,,,41,4978.356877,5471841,,1.328735939,84000041,USA,129734.0493,
Oregon,US,7/10/2021,44.572,-122.0709,210230,2792,,,41,4984.426483,5482200,,1.328069257,84000041,USA,129979.655,
Oregon,US,7/11/2021,44.572,-122.0709,210230,2792,,,41,4984.426483,5492007,,1.328069257,84000041,USA,130212.173,
Oregon,US,7/12/2021,44.572,-122.0709,210230,2792,,,41,4984.426483,5492007,,1.328069257,84000041,USA,130212.173,
Oregon,US,7/13/2021,44.572,-122.0709,210729,2797,,,41,4996.257472,5492007,,1.327297145,84000041,USA,130212.173,
Oregon,US,7/14/2021,44.572,-122.0709,211065,2800,,,41,5004.223829,5513737,,1.326605548,84000041,USA,130727.3782,
Oregon,US,7/15/2021,44.572,-122.0709,211315,2803,,,41,5010.151178,5524144,,1.326455765,84000041,USA,130974.1219,
Oregon,US,7/16/2021,44.572,-122.0709,211631,2810,,,41,5017.643348,5532930,,1.327782792,84000041,USA,131182.4327,
Oregon,US,7/17/2021,44.572,-122.0709,211998,2817,,,41,5026.344696,5542798,,1.328786121,84000041,USA,131416.397,
Oregon,US,7/18/2021,44.572,-122.0709,211998,2817,,,41,5026.344696,5551429,,1.328786121,84000041,USA,131621.0328,
Oregon,US,7/19/2021,44.572,-122.0709,211998,2817,,,41,5026.344696,5551429,,1.328786121,84000041,USA,131621.0328,
Oregon,US,7/20/2021,44.572,-122.0709,212755,2826,,,41,5044.29271,5551429,,1.328288407,84000041,USA,131621.0328,
Oregon,US,7/21/2021,44.572,-122.0709,213339,2832,,,41,5058.138997,5575849,,1.327464739,84000041,USA,132200.0163,
Oregon,US,7/22/2021,44.572,-122.0709,213730,2833,,,41,5067.409371,5585730,,1.325504141,84000041,USA,132434.2888,
Oregon,US,7/23/2021,44.572,-122.0709,214263,2834,,,41,5080.04648,5595084,,1.322673537,84000041,USA,132656.0665,
Oregon,US,7/24/2021,44.572,-122.0709,214869,2836,,,41,5094.414374,5607291,,1.31987397,84000041,USA,132945.4871,
Oregon,US,7/25/2021,44.572,-122.0709,214869,2836,,,41,5094.414374,5624307,,1.31987397,84000041,USA,133348.9262,
Oregon,US,7/26/2021,44.572,-122.0709,214869,2836,,,41,5094.414374,5624307,,1.31987397,84000041,USA,133348.9262,
Oregon,US,7/27/2021,44.572,-122.0709,215853,2838,,,41,5117.744421,5624307,,1.314783672,84000041,USA,133348.9262,
Oregon,US,7/28/2021,44.572,-122.0709,216875,2843,,,41,5141.975424,5652262,,1.310893372,84000041,USA,134011.7224,
Oregon,US,7/29/2021,44.572,-122.0709,217690,2849,,,41,5161.298583,5664582,,1.308741789,84000041,USA,134303.8222,
Oregon,US,7/30/2021,44.572,-122.0709,218689,2855,,,41,5184.98427,5676409,,1.305506907,84000041,USA,134584.2332,
Oregon,US,7/31/2021,44.572,-122.0709,219755,2858,,,41,5210.258487,5689339,,1.300539237,84000041,USA,134890.7957,
Oregon,US,8/1/2021,44.572,-122.0709,219755,2858,,,41,5210.258487,5702468,,1.300539237,84000041,USA,135202.0764,
Oregon,US,8/2/2021,44.572,-122.0709,219755,2858,,,41,5210.258487,5702468,,1.300539237,84000041,USA,135202.0764,
Oregon,US,8/3/2021,44.572,-122.0709,221799,2863,,,41,5258.720494,5702468,,1.290808344,84000041,USA,135202.0764,
Oregon,US,8/4/2021,44.572,-122.0709,223364,2872,,,41,5295.8257,5740690,,1.285793593,84000041,USA,136108.2969,
Oregon,US,8/5/2021,44.572,-122.0709,224547,2877,,,41,5323.873916,5752138,,1.281246242,84000041,USA,136379.7221,
Oregon,US,8/6/2021,44.572,-122.0709,225919,2885,,,41,5356.403209,5752923,,1.277006361,84000041,USA,136398.334,
Oregon,US,8/7/2021,44.572,-122.0709,226899,2889,,,41,5379.638417,5771922,,1.273253738,84000041,USA,136848.7888,
Oregon,US,8/8/2021,44.572,-122.0709,226899,2889,,,41,5379.638417,5787925,,1.273253738,84000041,USA,137228.2103,
Oregon,US,8/9/2021,44.572,-122.0709,226899,2889,,,41,5379.638417,5787925,,1.273253738,84000041,USA,137228.2103,
Oregon,US,8/10/2021,44.572,-122.0709,230103,2903,,,41,5455.603325,5787925,,1.261608932,84000041,USA,137228.2103,
Oregon,US,8/11/2021,44.572,-122.0709,232436,2912,,,41,5510.917347,5849404,,1.25281798,84000041,USA,138685.8403,
Oregon,US,8/12/2021,44.572,-122.0709,234393,2920,,,41,5557.316637,5859488,,1.245770991,84000041,USA,138924.9259,
Oregon,US,8/13/2021,44.572,-122.0709,236698,2928,,,41,5611.966796,5878405,,1.237019324,84000041,USA,139373.4365,
Oregon,US,8/14/2021,44.572,-122.0709,238463,2935,,,41,5653.813882,5900175,,1.230798908,84000041,USA,139889.5901,
Oregon,US,8/15/2021,44.572,-122.0709,238463,2935,,,41,5653.813882,5925733,,1.230798908,84000041,USA,140495.5548,
Oregon,US,8/16/2021,44.572,-122.0709,238463,2935,,,41,5653.813882,5925733,,1.230798908,84000041,USA,140495.5548,
Oregon,US,8/17/2021,44.572,-122.0709,242843,2949,,,41,5757.66104,5925733,,1.214364837,84000041,USA,140495.5548,
Oregon,US,8/18/2021,44.572,-122.0709,245758,2964,,,41,5826.773931,5925733,,1.206064502,84000041,USA,140495.5548,
Oregon,US,8/19/2021,44.572,-122.0709,247866,2975,,,41,5876.75334,6001700,,1.200245294,84000041,USA,142296.6866,
Oregon,US,8/20/2021,44.572,-122.0709,250835,2994,,,41,5947.146539,6022719,,1.193613331,84000041,USA,142795.0344,
Oregon,US,8/21/2021,44.572,-122.0709,252977,3012,,,41,5997.932066,6046852,,1.190622072,84000041,USA,143367.2133,
Oregon,US,8/22/2021,44.572,-122.0709,252977,3012,,,41,5997.932066,6073536,,1.190622072,84000041,USA,143999.8748,
Oregon,US,8/23/2021,44.572,-122.0709,252977,3012,,,41,5997.932066,6073536,,1.190622072,84000041,USA,143999.8748,
Oregon,US,8/24/2021,44.572,-122.0709,257644,3036,,,41,6108.583821,6073536,,1.178370154,84000041,USA,143999.8748,
Oregon,US,8/25/2021,44.572,-122.0709,260425,3066,,,41,6174.519654,6131266,,1.177306326,84000041,USA,145368.6183,
Oregon,US,8/26/2021,44.572,-122.0709,263164,3086,,,41,6239.459691,6152118,,1.172652794,84000041,USA,145863.0066,
Oregon,US,8/27/2021,44.572,-122.0709,265210,3095,,,41,6287.969117,6176688,,1.166999736,84000041,USA,146445.5465,
Oregon,US,8/28/2021,44.572,-122.0709,268401,3115,,,41,6363.625802,6196414,,1.160576898,84000041,USA,146913.2381,
Oregon,US,8/29/2021,44.572,-122.0709,268401,3115,,,41,6363.625802,6227955,,1.160576898,84000041,USA,147661.0562,
Oregon,US,8/30/2021,44.572,-122.0709,268401,3115,,,41,6363.625802,6227955,,1.160576898,84000041,USA,147661.0562,
Oregon,US,8/31/2021,44.572,-122.0709,273896,3155,,,41,6493.908937,6227955,,1.15189707,84000041,USA,147661.0562,
Oregon,US,9/1/2021,44.572,-122.0709,276287,3198,,,41,6550.598105,6292337,,1.157492028,84000041,USA,149187.5145,
Oregon,US,9/2/2021,44.572,-122.0709,279087,3221,,,41,6616.984416,6316356,,1.1541204,84000041,USA,149756.9905,
Oregon,US,9/3/2021,44.572,-122.0709,281513,3248,,,41,6674.503413,6342604,,1.153765545,84000041,USA,150379.3148,
Oregon,US,9/4/2021,44.572,-122.0709,283873,3272,,,41,6730.457589,6366751,,1.152628112,84000041,USA,150951.8256,
Oregon,US,9/5/2021,44.572,-122.0709,283873,3272,,,41,6730.457589,6396417,,1.152628112,84000041,USA,151655.1886,
Oregon,US,9/6/2021,44.572,-122.0709,283873,3272,,,41,6730.457589,6396417,,1.152628112,84000041,USA,151655.1886,
Oregon,US,9/7/2021,44.572,-122.0709,283873,3272,,,41,6730.457589,6396417,,1.152628112,84000041,USA,151655.1886,
Oregon,US,9/8/2021,44.572,-122.0709,289388,3312,,,41,6861.214912,6396417,,1.144484222,84000041,USA,151655.1886,
Oregon,US,9/9/2021,44.572,-122.0709,291978,3373,,,41,6922.62225,6467176,,1.155224024,84000041,USA,153332.8418,
Oregon,US,9/10/2021,44.572,-122.0709,294392,3394,,,41,6979.856734,6485993,,1.152884589,84000041,USA,153778.9815,
Oregon,US,9/11/2021,44.572,-122.0709,296825,3414,,,41,7037.541696,6508180,,1.150172661,84000041,USA,154305.0219,
Oregon,US,9/12/2021,44.572,-122.0709,296825,3414,,,41,7037.541696,6531675,,1.150172661,84000041,USA,154862.0741,
Oregon,US,9/13/2021,44.572,-122.0709,296825,3414,,,41,7037.541696,6531675,,1.150172661,84000041,USA,154862.0741,
Oregon,US,9/14/2021,44.572,-122.0709,301504,3446,,,41,7148.477963,6531675,,1.142936744,84000041,USA,154862.0741,
Oregon,US,9/15/2021,44.572,-122.0709,303532,3490,,,41,7196.56062,6586338,,1.149796397,84000041,USA,156158.1009,
Oregon,US,9/16/2021,44.572,-122.0709,305560,3536,,,41,7244.643277,6605754,,1.157219531,84000041,USA,156618.4425,
Oregon,US,9/17/2021,44.572,-122.0709,307768,3547,,,41,7296.993625,6627408,,1.152491487,84000041,USA,157131.8458,
Oregon,US,9/18/2021,44.572,-122.0709,309841,3569,,,41,7346.143204,6651426,,1.151881126,84000041,USA,157701.2981,
Oregon,US,9/19/2021,44.572,-122.0709,309841,3569,,,41,7346.143204,6676294,,1.151881126,84000041,USA,158290.9034,
Oregon,US,9/20/2021,44.572,-122.0709,309841,3569,,,41,7346.143204,6676294,,1.151881126,84000041,USA,158290.9034,
Oregon,US,9/21/2021,44.572,-122.0709,313161,3594,,,41,7424.858402,6676294,,1.147652485,84000041,USA,158290.9034,
Oregon,US,9/22/2021,44.572,-122.0709,314841,3624,,,41,7464.690188,6728407,,1.1510572,84000041,USA,159526.4712,
Oregon,US,9/23/2021,44.572,-122.0709,317107,3650,,,41,7518.415681,6747666,,1.15103104,84000041,USA,159983.0905,
Oregon,US,9/24/2021,44.572,-122.0709,318914,3661,,,41,7561.258561,6777457,,1.147958384,84000041,USA,160689.4171,
Oregon,US,9/25/2021,44.572,-122.0709,320990,3682,,,41,7610.479269,6804864,,1.147076233,84000041,USA,161339.2205,
Oregon,US,9/26/2021,44.572,-122.0709,320990,3682,,,41,7610.479269,6832321,,1.147076233,84000041,USA,161990.2094,
Oregon,US,9/27/2021,44.572,-122.0709,320990,3682,,,41,7610.479269,6832321,,1.147076233,84000041,USA,161990.2094,
Oregon,US,9/28/2021,44.572,-122.0709,324571,3709,,,41,7695.382619,6832321,,1.142739185,84000041,USA,161990.2094,
Oregon,US,9/29/2021,44.572,-122.0709,326191,3750,,,41,7733.791841,6885737,,1.14963319,84000041,USA,163256.6706,
Oregon,US,9/30/2021,44.572,-122.0709,328184,3771,,,41,7781.044669,6904864,,1.149050533,84000041,USA,163710.1602,
Oregon,US,10/1/2021,44.572,-122.0709,330054,3791,,,41,7825.381241,6932575,,1.148599926,84000041,USA,164367.1713,
Oregon,US,10/2/2021,44.572,-122.0709,331709,3815,,,41,7864.620293,6959207,,1.150104459,84000041,USA,164998.6,
Oregon,US,10/3/2021,44.572,-122.0709,331709,3815,,,41,7864.620293,6986109,,1.150104459,84000041,USA,165636.4302,
Oregon,US,10/4/2021,44.572,-122.0709,331709,3815,,,41,7864.620293,6986109,,1.150104459,84000041,USA,165636.4302,
Oregon,US,10/5/2021,44.572,-122.0709,334971,3823,,,41,7941.960345,6986109,,1.141292828,84000041,USA,165636.4302,
Oregon,US,10/6/2021,44.572,-122.0709,336598,3867,,,41,7980.535534,7039768,,1.148848181,84000041,USA,166908.6527,
Oregon,US,10/7/2021,44.572,-122.0709,338130,3900,,,41,8016.858329,7058175,,1.153402537,84000041,USA,167345.0715,
Oregon,US,10/8/2021,44.572,-122.0709,339556,3959,,,41,8050.667929,7080181,,1.165934338,84000041,USA,167866.8205,
Oregon,US,10/9/2021,44.572,-122.0709,341113,3982,,,41,8087.58346,7104238,,1.167355099,84000041,USA,168437.1975,
Oregon,US,10/10/2021,44.572,-122.0709,341113,3982,,,41,8087.58346,7129801,,1.167355099,84000041,USA,169043.2808,
Oregon,US,10/11/2021,44.572,-122.0709,341113,3982,,,41,8087.58346,7129801,,1.167355099,84000041,USA,169043.2808,
Oregon,US,10/12/2021,44.572,-122.0709,343993,4002,,,41,8155.866523,7129801,,1.163395767,84000041,USA,169043.2808,
Oregon,US,10/13/2021,44.572,-122.0709,345344,4084,,,41,8187.897918,7178765,,1.182588955,84000041,USA,170204.1877,
Oregon,US,10/14/2021,44.572,-122.0709,346480,4117,,,41,8214.831792,7197603,,1.188235973,84000041,USA,170650.8253,
Oregon,US,10/15/2021,44.572,-122.0709,347717,4141,,,41,8244.160316,7218744,,1.190910999,84000041,USA,171152.0657,
Oregon,US,10/16/2021,44.572,-122.0709,348766,4161,,,41,8269.031474,7237106,,1.193063544,84000041,USA,171587.4176,
Oregon,US,10/17/2021,44.572,-122.0709,348766,4161,,,41,8269.031474,7256444,,1.193063544,84000041,USA,172045.9099,
Oregon,US,10/18/2021,44.572,-122.0709,348766,4161,,,41,8269.031474,7256444,,1.193063544,84000041,USA,172045.9099,
Oregon,US,10/19/2021,44.572,-122.0709,352026,4185,,,41,8346.324107,7256444,,1.188832643,84000041,USA,172045.9099,
Oregon,US,10/20/2021,44.572,-122.0709,353368,4226,,,41,8378.142117,7317929,,1.1959204,84000041,USA,173503.6822,
Oregon,US,10/21/2021,44.572,-122.0709,354681,4235,,,41,8409.272555,7336579,,1.194030692,84000041,USA,173945.8624,
Oregon,US,10/22/2021,44.572,-122.0709,356061,4275,,,41,8441.991523,7357306,,1.20063697,84000041,USA,174437.2871,
Oregon,US,10/23/2021,44.572,-122.0709,357526,4284,,,41,8476.725789,7382209,,1.198234534,84000041,USA,175027.7222,
Oregon,US,10/24/2021,44.572,-122.0709,357526,4284,,,41,8476.725789,7404714,,1.198234534,84000041,USA,175561.3022,
Oregon,US,10/25/2021,44.572,-122.0709,357526,4284,,,41,8476.725789,7404714,,1.198234534,84000041,USA,175561.3022,
Oregon,US,10/26/2021,44.572,-122.0709,359733,4295,,,41,8529.052428,7404714,,1.193941062,84000041,USA,175561.3022,
Oregon,US,10/27/2021,44.572,-122.0709,361240,4318,,,41,8564.782489,7457198,,1.195327206,84000041,USA,176805.6662,
Oregon,US,10/28/2021,44.572,-122.0709,362561,4334,,,41,8596.102602,7475168,,1.195385052,84000041,USA,177231.724,
Oregon,US,10/29/2021,44.572,-122.0709,363684,4358,,,41,8622.728255,7493984,,1.198293024,84000041,USA,177677.84,
Oregon,US,10/30/2021,44.572,-122.0709,365053,4372,,,41,8655.186419,7509005,,1.197634316,84000041,USA,178033.9789,
Oregon,US,10/31/2021,44.572,-122.0709,365053,4372,,,41,8655.186419,7536934,,1.197634316,84000041,USA,178696.1586,
Oregon,US,11/1/2021,44.572,-122.0709,365053,4372,,,41,8655.186419,7536934,,1.197634316,84000041,USA,178696.1586,
Oregon,US,11/2/2021,44.572,-122.0709,367610,4377,,,41,8715.811346,7536934,,1.190664019,84000041,USA,178696.1586,
Oregon,US,11/3/2021,44.572,-122.0709,368696,4405,,,41,8741.559751,7586350,,1.194751231,84000041,USA,179867.7822,
Oregon,US,11/4/2021,44.572,-122.0709,369815,4469,,,41,8768.090566,7603852,,1.208442059,84000041,USA,180282.744,
Oregon,US,11/5/2021,44.572,-122.0709,371001,4543,,,41,8796.209911,7622405,,1.224525001,84000041,USA,180722.6245,
Oregon,US,11/6/2021,44.572,-122.0709,372137,4562,,,41,8823.143785,7622405,,1.225892615,84000041,USA,180722.6245,
Oregon,US,11/7/2021,44.572,-122.0709,372137,4562,,,41,8823.143785,7668268,,1.225892615,84000041,USA,181810.0085,
Oregon,US,11/8/2021,44.572,-122.0709,372137,4562,,,41,8823.143785,7668268,,1.225892615,84000041,USA,181810.0085,
Oregon,US,11/9/2021,44.572,-122.0709,374253,4620,,,41,8873.312869,7668268,,1.234459042,84000041,USA,181810.0085,
Oregon,US,11/10/2021,44.572,-122.0709,375357,4655,,,41,8899.488043,7720712,,1.240152708,84000041,USA,183053.4241,
Oregon,US,11/11/2021,44.572,-122.0709,376372,4730,,,41,8923.553081,7738456,,1.256735358,84000041,USA,183474.1237,
Oregon,US,11/12/2021,44.572,-122.0709,376372,4730,,,41,8923.553081,7755556,,1.256735358,84000041,USA,183879.5544,
Oregon,US,11/13/2021,44.572,-122.0709,378174,4750,,,41,8966.277414,7755556,,1.256035582,84000041,USA,183879.5544,
Oregon,US,11/14/2021,44.572,-122.0709,378174,4750,,,41,8966.277414,7798819,,1.256035582,84000041,USA,184905.294,
Oregon,US,11/15/2021,44.572,-122.0709,378174,4750,,,41,8966.277414,7798819,,1.256035582,84000041,USA,184905.294,
Oregon,US,11/16/2021,44.572,-122.0709,380091,4803,,,41,9011.728327,7798819,,1.263644759,84000041,USA,184905.294,
Oregon,US,11/17/2021,44.572,-122.0709,380866,4855,,,41,9030.10311,7823180,,1.274726544,84000041,USA,185482.8786,
Oregon,US,11/18/2021,44.572,-122.0709,381842,4873,,,41,9053.243481,7858057,,1.276182295,84000041,USA,186309.7912,
Oregon,US,11/19/2021,44.572,-122.0709,382990,4886,,,41,9080.461869,7874829,,1.275751325,84000041,USA,186707.4452,
Oregon,US,11/20/2021,44.572,-122.0709,384062,4914,,,41,9105.878342,7903749,,1.279480917,84000041,USA,187393.121,
Oregon,US,11/21/2021,44.572,-122.0709,384062,4914,,,41,9105.878342,7918688,,1.279480917,84000041,USA,187747.3157,
Oregon,US,11/22/2021,44.572,-122.0709,384062,4914,,,41,9105.878342,7918688,,1.279480917,84000041,USA,187747.3157,
Oregon,US,11/23/2021,44.572,-122.0709,385790,5017,,,41,9146.848179,7918688,,1.30044843,84000041,USA,187747.3157,
Oregon,US,11/24/2021,44.572,-122.0709,386634,5066,,,41,9166.85891,7964473,,1.31028311,84000041,USA,188832.8504,
Oregon,US,11/25/2021,44.572,-122.0709,387485,5116,,,41,9187.035607,7980487,,1.320309173,84000041,USA,189212.5327,
Oregon,US,11/26/2021,44.572,-122.0709,387485,5116,,,41,9187.035607,7999847,,1.320309173,84000041,USA,189671.5466,
Oregon,US,11/27/2021,44.572,-122.0709,387485,5116,,,41,9187.035607,7999847,,1.320309173,84000041,USA,189671.5466,
Oregon,US,11/28/2021,44.572,-122.0709,387485,5116,,,41,9187.035607,7999847,,1.320309173,84000041,USA,189671.5466,
Oregon,US,11/29/2021,44.572,-122.0709,387485,5116,,,41,9187.035607,7999847,,1.320309173,84000041,USA,189671.5466,
Oregon,US,11/30/2021,44.572,-122.0709,390066,5142,,,41,9248.22956,7999847,,1.318238452,84000041,USA,189671.5466,
Oregon,US,12/1/2021,44.572,-122.0709,391099,5161,,,41,9272.721367,8059253,,1.319614727,84000041,USA,191080.027,
Oregon,US,12/2/2021,44.572,-122.0709,392197,5186,,,41,9298.754285,8076793,,1.322294663,84000041,USA,191495.8899,
Oregon,US,12/3/2021,44.572,-122.0709,393232,5228,,,41,9323.29351,8094666,,1.329495056,84000041,USA,191919.6479,
Oregon,US,12/4/2021,44.572,-122.0709,394569,5243,,,41,9354.992974,8118300,,1.328791669,84000041,USA,192479.9958,
Oregon,US,12/5/2021,44.572,-122.0709,394569,5243,,,41,9354.992974,8142192,,1.328791669,84000041,USA,193046.4607,
Oregon,US,12/6/2021,44.572,-122.0709,394569,5243,,,41,9354.992974,8142192,,1.328791669,84000041,USA,193046.4607,
Oregon,US,12/7/2021,44.572,-122.0709,396501,5268,,,41,9400.799528,8142192,,1.328622122,84000041,USA,193046.4607,
Oregon,US,12/8/2021,44.572,-122.0709,397421,5299,,,41,9422.612173,8196154,,1.333346753,84000041,USA,194325.8672,
Oregon,US,12/9/2021,44.572,-122.0709,398262,5318,,,41,9442.551776,8215480,,1.335301887,84000041,USA,194784.075,
Oregon,US,12/10/2021,44.572,-122.0709,399361,5356,,,41,9468.608403,8232179,,1.341142475,84000041,USA,195179.9982,
Oregon,US,12/11/2021,44.572,-122.0709,400188,5381,,,41,9488.216074,8254789,,1.34461803,84000041,USA,195716.0676,
Oregon,US,12/12/2021,44.572,-122.0709,400188,5381,,,41,9488.216074,8277839,,1.34461803,84000041,USA,196262.5692,
Oregon,US,12/13/2021,44.572,-122.0709,400188,5381,,,41,9488.216074,8277839,,1.34461803,84000041,USA,196262.5692,
Oregon,US,12/14/2021,44.572,-122.0709,401564,5420,,,41,9520.840204,8277839,,1.349722585,84000041,USA,196262.5692,
Oregon,US,12/15/2021,44.572,-122.0709,402436,5469,,,41,9541.514798,8320361,,1.358973849,84000041,USA,197270.7402,
Oregon,US,12/16/2021,44.572,-122.0709,403329,5508,,,41,9562.687289,8339906,,1.365634507,84000041,USA,197734.1404,
Oregon,US,12/17/2021,44.572,-122.0709,404229,5527,,,41,9584.025747,8360232,,1.367294281,84000041,USA,198216.0576,
Oregon,US,12/18/2021,44.572,-122.0709,405292,5531,,,41,9609.228835,8383470,,1.364695084,84000041,USA,198767.0165,
Oregon,US,12/19/2021,44.572,-122.0709,405292,5531,,,41,9609.228835,8411675,,1.364695084,84000041,USA,199435.7401,
Oregon,US,12/20/2021,44.572,-122.0709,405292,5531,,,41,9609.228835,8411675,,1.364695084,84000041,USA,199435.7401,
Oregon,US,12/21/2021,44.572,-122.0709,407153,5534,,,41,9653.352023,8411675,,1.35919421,84000041,USA,199435.7401,
Oregon,US,12/22/2021,44.572,-122.0709,408069,5559,,,41,9675.06983,8470758,,1.362269616,84000041,USA,200836.5624,
Oregon,US,12/23/2021,44.572,-122.0709,409232,5590,,,41,9702.643859,8489283,,1.365973335,84000041,USA,201275.7789,
Oregon,US,12/24/2021,44.572,-122.0709,410565,5598,,,41,9734.248484,8513034,,1.363486902,84000041,USA,201838.9008,
Oregon,US,12/25/2021,44.572,-122.0709,410565,5598,,,41,9734.248484,8537500,,1.363486902,84000041,USA,202418.9749,
Oregon,US,12/26/2021,44.572,-122.0709,410565,5598,,,41,9734.248484,8537500,,1.363486902,84000041,USA,202418.9749,
Oregon,US,12/27/2021,44.572,-122.0709,410565,5598,,,41,9734.248484,8537500,,1.363486902,84000041,USA,202418.9749,
